,comment,date
1251,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 02, 2020 tagging @kimokvin, @salt_ent, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 8명, 텍스트.","August 02, 2020"
1252,"Photo by 두공쥬님맘💗별뚱맘(KOREA 🇰🇷)👨‍👩‍👧‍👧💓🐩🐩 on February 08, 2020. 이미지: 사람 2명, 문구: '우린 반드시 살아서 돌아가야 해 태극가 위발리 위 명 TAEGUKGI'.","February 08, 2020"
1253,"못생겼다~  ㅋㅋㅋ 

눈이 이리 작았냐~ 👀 

퇴화되가는 나의눈 어려서는

장동건눈만했는데... 믿거나말거나

점점 몬생겨짐  큰일이구만 ㅋ
졸못",
1254,"~ ☠️
Elena An as Noonbyul for Arthdal Chronicles // See you next season 2 💜😍
I love you, Noonbyul @upjerb 💪🏾
.
Credit: @i.am.thaddeus 
Edit: @arthdalchronicles",
1255,"Photo by TINA🇹🇼♎️ on July 23, 2020. 이미지: 사람 2명, 실외.","July 23, 2020"
1256,"Photo by 미대삼촌 on July 22, 2020. 이미지: 문구: '함께 있을때 우린 아무것도 두러울 것이 없었다! কপ 청복'.","July 22, 2020"
1257,"Photo by Kim Myung Min Indonesia on September 10, 2020. 이미지: 사람 4명, 서 있는 사람들.","September 10, 2020"
1258,"Photo by Kim GyuRi on April 30, 2020. 이미지: 사람 1명 이상, 서 있는 사람들, 모자.","April 30, 2020"
1259,"""삶은 당신에게 목적지를 알려 주지 않는다. 그러므로 목적지를 결정짓는 것은 우연이 아니라 선택이다. ""

 From KDrama ""Suit""  장동건과 박형식이 주고받은 대사

#kdramas  #박형식  #장동건  #사랑해 #회사  #긍정 #인생 #글귀 #긍정글귀 #좋은글 #감성글  #럽스타그램 #책 #독서 #독서스타그램  #연어 #book #북스타그램 #새벽 #일상 #새벽감성 #소통그램  #소소한행복  #소소한일상 #naturelovers",
1260,"Reposted from @akirahsuchiuliang 2018.04.13 highcutstar IG Update •
•

highcutstar 
40대 대표 장동건, 20대 대표 박형식. 비주얼 국가대표 배우 두 명의 화보를 하이컷 220호에서 만나보세요!👬📸
.
#하이컷 #HIGHCUT #하이컷스타 #HIGHCUTSTAR #장동건 #박형식 @phs1116
•

highcutstar 
Jang Dong-Gun, a representative in his 40s, and Park Hyung-Sik, a representative in his 20s. Meet the two visual national team actors in High Cut 220!👬📸
.
#HIGHCUT #HIGHCUT #HIGHCUTSTAR #HIGHCUTSTAR #Park Hyung-sik @phs1116

@highcutstar 🙏💖 - #regrann",
1261,"Photo by 뽀롱뽀롱 끄적끄적 on February 22, 2020. 이미지: 사람 2명, 문구: 'CROWN SE'.","February 22, 2020"
1262,"Photo by 재남이 🙋🏻‍♀️ in 행궁동. 이미지: 사람 2명, 음식.",
1263,"Photo shared by c_66 on February 26, 2020 tagging @sacaiofficial, and @nikexsacai. 이미지: 신발.","February 26, 2020"
1264,"Photo by 📣Before Account Songsong0723 on February 13, 2020. 이미지: 사람 1명.","February 13, 2020"
1265,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on February 22, 2020 tagging @salt_ent. 이미지: 사람 1명, 실외.","February 22, 2020"
1266,"Photo by 유느지 on July 21, 2020. 이미지: 고양이.","July 21, 2020"
1267,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 05, 2020 tagging @kimokvin, and @geewonii. 이미지: 사람 4명, 텍스트.","March 05, 2020"
1268,"Photo by 치추®︎ on July 29, 2020. 이미지: 사람 5명, 텍스트.","July 29, 2020"
1269,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 17, 2020. 이미지: 사람 1명, 문구: 'gobogyeol liked your post. IG ARTHDALCHRONICLES'.","May 17, 2020"
1270,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 14, 2020 tagging @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 1명, 근접 촬영.","June 14, 2020"
1271,"Photo by 최태원 on June 22, 2020. 이미지: 사람 3명, 문구: '신생 585Apk OriginalSound 가슴이 시린 게 - 이현 가슴이 시린 게 바라만 보는 게 그대가 없는 게 습관처럼 K Il NI'.","June 22, 2020"
1272,"Photo by Akira H.C.L on April 15, 2020. 이미지: 사람 2명, 텍스트.","April 15, 2020"
1273,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 23, 2020 tagging @geewonii. 이미지: 사람 4명.","March 23, 2020"
1274,"Photo by えんちゃん on April 06, 2020. 이미지: 사람 1명.","April 06, 2020"
1275,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 13, 2020 tagging @arthdalchronicles, @geewonii, and @arthdalchroniclesofficial. 이미지: 사람 1명 이상, 텍스트.","June 13, 2020"
1276,"Photo by 김동준 on August 21, 2020. 사진 설명이 없습니다..","August 21, 2020"
1277,"Photo by Park Jin Ho 🏌️‍♂️⚽️🎣🏂🥊🏋️‍♀️ in COEX Mall Area with @kdongdong__. 이미지: 사람 1명 이상, 앉아 있는 사람들.",
1278,"긁어라 주인놈아
매우 긁어라 🐶🐶",
1279,"Photo by yeye~~^^ on January 30, 2020. 이미지: 사람 1명 이상, 어린이, 근접 촬영, 실내.","January 30, 2020"
1280,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 18, 2020 tagging @kimokvin, @netflix, @salt_ent, @netflixbrasil, @kidohun, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 11명, 서 있는 사람들.","August 18, 2020"
1281,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 12, 2020 tagging @kimokvin, @netflix, @tvn_joy, @netflixkr, @geewonii, @upjerb, @tvndrama.official, and @hwanghee1018. 이미지: 사람 8명.","March 12, 2020"
1282,"Photo by Korean Film Shots on June 22, 2020. 이미지: 사람 2명.","June 22, 2020"
1283,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 03, 2020 tagging @kimokvin. 이미지: 사람 2명.","April 03, 2020"
1284,"Photo by @koreanfilm_insight on May 14, 2020. 이미지: 사람 3명.","May 14, 2020"
1285,"Photo by 강한나라 on July 21, 2020. 이미지: 사람 1명 이상, 정장.","July 21, 2020"
1286,"Photo by Clover Films on May 29, 2020. 이미지: 사람 7명, 텍스트.","May 29, 2020"
1287,"Photo by 헤헤TUBE on July 25, 2020. 이미지: 사람 1명 이상, 문구: 'fbb조정현 오후 6:59 인스타용보내준다 ㅋㅋㅋㅋㅋㅋ 오후 7:03 Ifbb조정현 하나만 올려줘 장동건 닮았어 오후 7:04'.","July 25, 2020"
1288,Photo by @jung.woo_sung in 부산-서울ktx. 이미지: 사람 1명.,
1289,"Photo by 6951 on September 05, 2020. 이미지: 사람 3명, 텍스트.","September 05, 2020"
1290,"Photo by ちぃ on March 26, 2020. 이미지: 사람 1명 이상.","March 26, 2020"
1291,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 29, 2020. 이미지: 사람 1명.","April 29, 2020"
1292,"Photo by H Y U N  B I N 🪂 愛 的 迫 降 on April 10, 2020. 이미지: 사람 2명, 서 있는 사람들, 정장.","April 10, 2020"
1293,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 23, 2020 tagging @younha_holic, @kgc_official_, and @geewonii. 이미지: 사람 1명.","March 23, 2020"
1294,"Photo by SongJoongKi💪🏻💪🏻Songhyekyo💪🏻💪🏻 on August 05, 2020. 이미지: 사람 1명, 근접 촬영.","August 05, 2020"
1295,"Photo by 한가덕애 / 오리한마당 ✨14년 된 오리코스 전문점✨ on March 05, 2020. 이미지: 개.","March 05, 2020"
1296,"Photo by @zlaya_onni on February 14, 2020. 이미지: 사람 1명.","February 14, 2020"
1297,"Photo by 송중기 || 宋种基 on July 27, 2020. 이미지: 사람 1명, 서 있음.","July 27, 2020"
1298,"Photo shared by 김지원 | Kim Ji Won Indonesia on May 21, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음, 문구: 'BAZAAR'.","May 21, 2020"
1299,"Photo by 우배아찌 #제주도가이드 #스냅사진 on March 28, 2020. 이미지: 사람 1명 이상, 바다, 하늘, 실외, 자연, 물.","March 28, 2020"
1300,"Photo by ARTHDAL CHRONICLES 아스달연대기 on May 21, 2020. 이미지: 사람 1명, 꽃, 근접 촬영, 문구: 'BAZAAR'.","May 21, 2020"
1301,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 15, 2020 tagging @okji0_. 이미지: 사람 2명.","July 15, 2020"
1302,"Photo by 김성준 on September 10, 2020. 이미지: 사람 3명.","September 10, 2020"
1303,"Photo by NEVI on February 17, 2020. 이미지: 사람 10명, 서 있는 사람들, 텍스트.","February 17, 2020"
1304,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 24, 2020 tagging @netflix, @tvn_joy, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 2명, 텍스트.","March 24, 2020"
1305,"Photo by allabouteve.kdrama on August 27, 2020. 이미지: 사람 1명, 근접 촬영, 문구: 'MBC idih, gw juga galau banget ini'.","August 27, 2020"
1306,"Photo by 지금부터 영원히 on June 05, 2020. 이미지: 사람 1명.","June 05, 2020"
1307,"Photo by 미대삼촌 on July 22, 2020. 이미지: 문구: '함께 있을때 우린 아무것도 두러울 것이 없었다! কপ 청복'.","July 22, 2020"
1308,"Photo by 韓ドラ・映画垢 on May 13, 2020. 이미지: 사람 9명.","May 13, 2020"
1309,"#고소영  #장동건  #고소영 장동건
📷 이미지 출처 : 네이버",
1310,"Photo by ❤ 你来了一下子 却改变了我一辈子。 on September 05, 2020. 이미지: 사람 1명, 문구: '행 복 하 세 요'.","September 05, 2020"
1311,"Photo by suzuha☆ on May 21, 2020. 이미지: 사람 1명.","May 21, 2020"
1312,"❤Лі Чон Сок❤🥰
•
•
•
 #ЛиЧонСок #LeeJongSuk #이종석 #ЧанДонГон #JangDongGun #장동건 #ЧоУДжин #JoWooJin #조우진 #JoShinJe #조신제 #ПакСонУн #ParkSungWoong #박성웅 #ЮДжэМён #YooJaeMyung #유재명 #КимМёнМин #KimMyungMin #김명민 #jongsuk  #междвухмиров  #love #lv #lviv #ukraine #korea #kdrama",
1313,"Photo shared by 김지원 | Kim Ji Won Indonesia on May 21, 2020 tagging @geewonii. 이미지: 사람 1명, 꽃, 근접 촬영, 문구: 'BAZAAR'.","May 21, 2020"
1314,"~ Arthdal Chronicles Season 2: Taealha is jealous when she sees Saya and Tanya getting married 🤔
-
This forbidden love story of a mother and this adopted son ... Season 2 that happen when Taealha falls in love with Saya?
-
Which do you prefer she stays with Tagon or Saya?
-
Title: Saya & Taealha & Tanya - ""Can we continue to be lovers?""
Source: https://www.youtube.com/watch?v=DomgWIi-oh0",
1315,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 19, 2020 tagging @yejunekim, and @teoyoo. 이미지: 사람 4명.","March 19, 2020"
1316,"Photo by 씨네픽 on June 29, 2020. 이미지: 사람 1명, 텍스트.","June 29, 2020"
1317,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 20, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명 이상, 꽃, 문구: 'BAZAAR @kim gwnii'.","May 20, 2020"
1318,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on April 10, 2020 tagging @geewonii. 이미지: 사람 3명.","April 10, 2020"
1319,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 14, 2020 tagging @geewonii. 이미지: 사람 1명, 근접 촬영.","May 14, 2020"
1320,"Photo by 보라보라 on July 28, 2020. 이미지: 실외.","July 28, 2020"
1321,"Photo by 차파는허자매 허주영 👱🏻‍♀️(할부계의공유) in 가평어딘가. 이미지: 사람 1명 이상, 하늘, 바다, 산, 실외, 자연, 물.",
1322,"Photo by mady on March 18, 2020. 이미지: 사람 4명, 서 있는 사람들, 텍스트.","March 18, 2020"
1323,"Photo by VO3E Official on April 24, 2020. 이미지: 문구: 'planet'.","April 24, 2020"
1324,"Photo by 𝙸𝚣𝚞𝚖𝚒 𝚂𝚊𝚜𝚊𝚔𝚒 on September 02, 2020. 이미지: 사람 4명, 서 있는 사람들, 텍스트.","September 02, 2020"
1325,"이번영화는 #친구 입니다.

보림극장으로 뛰어가는 친구들을 표현해 보았지요...

매니저 @psyburger_manager

광웅아...생각보다 빠르네....

#거기서빡빡아
#빡빡플라워 @baldflower18111896
#장동건#유오성#서태화#정운택
#badcaseoflovingyou",
1326,"#부산맛집
#칠성식당 #곱창맛집
#유오성 #장동건 #영화친구 
#고마해라마이무따아이가",
1327,"Photo by allabouteve.kdrama on September 12, 2020. 이미지: 사람 1명, 문구: '스타뉴스 STARNEWS'.","September 12, 2020"
1328,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on March 04, 2020 tagging @kimokvin. 이미지: 사람 1명, 서 있음, 실외.","March 04, 2020"
1329,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 29, 2020. 사진 설명이 없습니다..","April 29, 2020"
1330,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 08, 2020 tagging @netflix, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 1명 이상.","June 08, 2020"
1331,"Photo by 장다솜 on June 02, 2020. 이미지: 개.","June 02, 2020"
1332,"Photo by 현대종합동물병원 on August 05, 2020. 이미지: 고양이.","August 05, 2020"
1333,"Share your thoughts 📺 
Title: Suits (슈츠) 2018
Episodes: 16
Network: KBS2 
Cast:
Jang Donggun (#장동건) @justjangdonggun 
Park Hyungshik (#박형식) @phs1116 
Chae Jungan (#채정안) @chae_jungan 
Jin Heekyung (#진희경)
Go Sunghee (#고성희) @krnangel621 
Choi Gwihwa (#최귀화) 
OST: Now
Singer: Vromance 
#suitskdrama#suitskoreandrama#kdramaost#ostkdrama#슈츠",
1334,"Photo by 안광섭 on May 24, 2020. 이미지: 화면, 사무실.","May 24, 2020"
1335,"Photo by 추천 요정 on March 11, 2020. 이미지: 사람 1명 이상.","March 11, 2020"
1336,"Каждый проходит через это испытание 😂💑
—————————————————————-
🎬достоинство джентельмена
🔻#достоинстоводжентельмена#дома#корейскаядорама#джентельмены#корольвечныймонарх#ругаль#мемуарист#уравнениелюбви#добропожаловать#рекомендации#thekingeternalmonarch#даилинет#gentelman#agentelmansdignity#bornagain#theloveequations#어서와#신사의품격#장동건#김하늘#김수로#윤세아",
1337,"Photo by Ｈａｎｈｅｅｊｕ❤️ on April 19, 2020. 이미지: 사람 3명, 결혼식, 실외.","April 19, 2020"
1338,"#
ㅤㅤ
이게 벌써 언제적이야
시원하게 뒤집어쓰는 김탶💜
ㅤㅤ
가수 보아의 지목으로 뜻깊은 캠페인에 참여하게
되었다며 감사인사를 전하고 루게릭병 환자들에게 응원메세지를 전했다.
-생략-
ㅤㅤ
이어 #탕웨이 #김태용 #장동건 이 지목되었다.
나두 지목되고싶으면 어케하믄 되지?
ㅤㅤ
#2014 #아이스버킷챌린지 #루게릭병 #캠페인
#hyunbin #玄彬 #ヒョンビン #현빈 #스윗빈
#갓빈 #kimtaepyung #김태평 #김탶 #몰빵남
#내배우님 #저세상미모 #화보인생 #우주존잘남
#존잘남 #이생망 #나어떡해 #신의실수 #현망진창
#vastentertainment
ㅤㅤㅤ
처음에 저 짤보고 물 붓는샛 누구야!
저 ㅁㅊ 쉑끠...! 했는데 ㅋㅋㅋ
이런 깊은뜻이 있었다니...
ㅤㅤ
검정색 브이넥 티셔츠가 이케 섹시할 일인가?
내 눈깔 미친거 확실한듯..😳
ㅤㅤ
ㅤㅤ",
1339,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 02, 2020 tagging @kimokvin, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 2명.","August 02, 2020"
1340,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 30, 2020 tagging @gobogyeol, @kimokvin, @netflix, @salt_ent, @kidohun, @netflixkr, @geewonii, @gonahyimam, @khunsta0624, @tvndrama.official, @theswoonnetflix, and @historydnc. 이미지: 텍스트.","August 30, 2020"
1341,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on April 19, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음.","April 19, 2020"
1342,"Photo by Arthdal Chronicles / 아스달연대기 on February 12, 2020. 이미지: 사람 3명.","February 12, 2020"
1343,"Photo by Dsled on September 03, 2020. 이미지: 문구: 'KONAMI SEGA BANDAI NAMCO CAPCOM NIGHITNARES BPS4m 5,000원 2019.6.18 2019.6.25 2019 yS'.","September 03, 2020"
1344,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on February 25, 2020. 이미지: 디저트, 음식.","February 25, 2020"
1345,"Photo by @hansanjoo_forever in 한산주사골순댓국 마곡점. 이미지: 사람 3명, 텍스트.",
1346,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on February 06, 2020 tagging @teoyoo. 사진 설명이 없습니다..","February 06, 2020"
1347,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on February 09, 2020 tagging @geewonii. 이미지: 사람 2명, 문구: 'soompi Q08 AUTY SCIE HE MA Kim Ji Won Signs Exclusive Contract With Park Shin Hye's Agency Feb 10, 2020 by U. Kim'.","February 09, 2020"
1348,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 28, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명, 서 있음, 실외.","May 28, 2020"
1349,"🎬 ""My Dear Loser Series: Monster Romance"" 😍😍⁣
.⁣
.⁣
🎬 YANG UDAH NONTON GIMANA PENDAPATNYA? WRITE ON COMMENTS⁣
❤ TAG SAHABAT KAMU UNTUK JOIN BARENG DISINI.⁣
JANGAN LUPA TURN ON NOTIFICATIONS ❤⁣
.⁣
.⁣
.⁣
.⁣
.⁣
#indokdrama #송중기 #송혜교 #본방사수는나의길 #thewindblows #kdramaseries #leesieon #deathsong #hanhyojoo #jingoo #dojiwon #아스달연대기 #장동건 #태양의후예 #jangdonggun #asadalchronicles #arthdalchronicles #은섬 #宋仲基 #김옥빈 #토일드라마 #kdramafever #kdramaworld #dramakorean #loveaffairsintheafternoon#absoluteboyfriend",
1350,"Photo by 로코코빈티지샵 on July 06, 2020. 사진 설명이 없습니다..","July 06, 2020"
1351,"Photo shared by 조기현 on August 21, 2020 tagging @_f_xfxx_x_xf, @vvdsunflower, and @kh.lee.2000. 이미지: 사람 2명, 실내.","August 21, 2020"
1352,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 04, 2020 tagging @netflix, @netflixkr, and @tvndrama.official. 이미지: 사람 2명, 문구: 'JANUARY 2020 FEBRUARY MARCH APRIL MAY JUNE JULY AUGUST SEPTEMBER SEPTEMBER OCTOBER NOVEMBER DECEMBER 27'.","June 04, 2020"
1353,"~ 💪🏾
WOW! Kim Ji Won strength!!
{ Tanya in Arthdal Chronicles }",
1354,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on April 30, 2020 tagging @historydnc. 이미지: 사람 2명, 근접 촬영, 실내.","April 30, 2020"
1355,"Photo by 이진 on June 28, 2020. 이미지: 사람 1명, 서 있음, 문구: '눈부 안했던 순간 위에 선 우리 스로 Msis 4월 6일 대개봉! 4월 6일 대개봉!'.","June 28, 2020"
1356,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 29, 2020. 이미지: 사람 2명, 서 있는 사람들.","April 29, 2020"
1357,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on February 16, 2020 tagging @netflix, @tvn_joy, @netflixkr, and @tvndrama.official. 이미지: 사람 2명, 문구: 'IG ARTHDALCHRONICLE CLES CH'.","February 16, 2020"
1358,"Photo by @bong0574 on March 13, 2020. 이미지: 사람 4명.","March 13, 2020"
1359,"Photo by 카페마이뉴질랜드 on April 23, 2020. 이미지: 문구: '재오픈 4월 30일 목요일 영업시간 10시~19시 We will open on 30th April Kia Kaha Korea! 질 래'.","April 23, 2020"
1360,"애정하는 틱톡팀 #너와함께라면#광후아민#나너#목잘남#우쥬록스#uzurocks
.
.
.
#저희와함께해요#청하#장근석#장기하#혁오#이정재#장동건#고소영#위시리스트
@kwanghoo_amin 
@nano_fficial 
@kimseungwan9504",
1361,"Photo by 극단 “ 산 “🌲 on July 31, 2020. 사진 설명이 없습니다..","July 31, 2020"
1362,"Photo by 이상길 on March 09, 2020. 이미지: 사람 1명.","March 09, 2020"
1363,"Photo shared by 김윤기 on March 05, 2020 tagging @lovewook_, @jjihoon_lee, @hyunmi.choi.7, and @sy_9066. 이미지: 사람 3명, 실외.","March 05, 2020"
1364,"~ 💙💜♥️
See you next season 2 of “Arthdal Chronicles” on Netflix and TvN",
1365,"노래방 점수 내기
#장동건 #원빈 #김철환 #유아인 #현빈",
1366,"Photo by ARTHDAL CHRONICLES 아스달연대기 on April 28, 2020. 이미지: 사람 1명, 근접 촬영.","April 28, 2020"
1367,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 08, 2020 tagging @netflix, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 1명 이상.","June 08, 2020"
1368,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 23, 2020. 이미지: 사람 1명, 밤.","March 23, 2020"
1369,"#제주도
#해안도로
#드라이브
#음악감상 
#영화ost
#옛날사람 
#장동건
#고소영
#아재감성
#힐링
#휴식
#나혼자산다
#1박2일
#삼시세끼
#YOLO
#무지개회원
#흔남
#일상
#주말
#불토
#i❤jeju
#혼밥
#혼술
#혼잠💤
#혼자놀기
#잘먹었습니다",
1370,"Photo by 📣Before Account Songsong0723 on February 22, 2020. 이미지: 사람 1명, 앉기, 신발.","February 22, 2020"
1371,"Photo by Ren1122 on May 01, 2020. 이미지: ‎사람 1명, ‎정장, 실내, ‎문구: '‎ہ CROWN GOOSE‎'‎‎‎.","May 01, 2020"
1372,#kimjiwon #김지원 #장동건  #kdrama #dramakorea# songhyekyo#kyo#uaa##songhyekyo #song#송혜교#kyo1122#summer##boyfriend,
1373,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 01, 2020 tagging @kidohun. 이미지: 사람 1명.","June 01, 2020"
1374,"Photo shared by 멜로디데이예인의 건빵과 별사탕 on June 18, 2020 tagging @olsuk, @ajhjmy11, and @starcandy0967. 이미지: 사람 3명, 서 있는 사람들, 실내.","June 18, 2020"
1375,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on June 02, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명.","June 02, 2020"
1376,"Photo by ARTHDAL CHRONICLES 아스달연대기 on May 21, 2020. 이미지: 사람 2명, 웃고 있음, 실외, 근접 촬영.","May 21, 2020"
1377,"Photo by PLANNING BEE on March 03, 2020. 이미지: 사람 5명, 텍스트.","March 03, 2020"
1378,"Photo by Shim, Eun Ha  심은하 on April 24, 2020. 이미지: 사람 5명, 서 있는 사람들.","April 24, 2020"
1379,"#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
1380,"Photo by 배우가 놀면 뭐하니? on April 29, 2020. 이미지: 사람 3명, 텍스트.","April 29, 2020"
1381,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 31, 2020 tagging @sabong_yoon. 이미지: 사람 2명, 서 있는 사람들.","March 31, 2020"
1382,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 14, 2020 tagging @kimokvin, @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 하늘, 실외.","June 14, 2020"
1383,"~ WOW! 😻
Song Joong Ki and Kim Ji Won from “Arthdal Chronicles” to “Descendants of the Sun” (2016).
⠀⠀⠀
🎥 @joongji.fan
⠀⠀⠀
Fate vs Destiny. {Part 2}
⠀⠀⠀
He chose her. He is a man that has past background. She is a woman that has past background. He has scar. She has scar. Aside love, this marriage can grant our parents wish and fulfill my promise. Aside everything, marriage must be build with love for a woman like me. I cannot lose our friendships. An accident won't arrive with a bell on its neck.  I cannot lose you more. What are we? Is it fate or destiny? This marriage is happy start or happy ending? ""Let's get married, Sunbae"" ""Sometimes we need to lose the small battles in order to win a war""",
1384,"Photo by 뽀롱뽀롱 끄적끄적 on March 14, 2020. 이미지: 하늘, 나무, 실외.","March 14, 2020"
1385,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on February 12, 2020 tagging @kimokvin, @netflix, and @geewonii. 이미지: 사람 3명, 텍스트.","February 12, 2020"
1386,"Photo by 金田真紀 on August 05, 2020. 이미지: 사람 3명, 텍스트.","August 05, 2020"
1387,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 24, 2020 tagging @salt_ent, @ockchool, and @historydnc. 이미지: 사람 3명, 서 있는 사람들, 문구: 'L ockchool'.","May 24, 2020"
1388,"Photo shared by ARTHDAL CHRONICLES 아스달연대기 on June 25, 2020 tagging @heart939393, and @teoyoo. 사진 설명이 없습니다..","June 25, 2020"
1389,"정관장 모델 김지원 입니다. 코로나19 확산 방지를 위해 현장 최전선에서 밤낮으로 헌신해주고 계시는 의료진과 방역 관계자분들, 정말 감사드립니다. 여러분의 헌신과 노력으로 머지않아 대한민국 국민들이 다시 일상의 행복을 되찾을 수 있을 거라 믿으며 저 또한 더 응원하도록 하겠습니다. Cr: @.vintz_ (twitter)

#김지원 #KimJiWon #geewonii #金智媛 #キムジウォン #태양의후예 #쌈마이웨이 #decendantsofthesun #fightformyway #아스달연대기 #ArthdalChronicles #상속자들 #theheirs #미스터션샤인 #mrsunshine #송중기 #장동건 #박서준 #parkseojoon #seowoncouple #songjoongki #김옥빈 #goowoncouple",
1390,"Photo shared by 아역배우 문우진 팬 on July 08, 2020 tagging @wj_2009. 이미지: 사람 3명, 문구: '[#심스틸러] 요즘 핫한 드라마에 항상 나오는 핫한 아역 문우진 김수현 어린시절도, 박서준 어.·· tvN D ENT 조회수 3.9천회 3일 전 문우진 #배우전문아역 #핫한드마라픽 #훈훈 11:13 싱스틸리'.","July 08, 2020"
1391,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 21, 2020. 이미지: 문구: 'Love and Respect Positive Comments S8 Enemies and Hate Negative Comments'.","April 21, 2020"
1392,"Photo by 📣Before Account Songsong0723 on August 04, 2020. 이미지: 사람 1명.","August 04, 2020"
1393,"Photo by 김종태 on August 26, 2020. 이미지: 사람 2명, 모자, 근접 촬영.","August 26, 2020"
1394,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 27, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명, 문구: 'Hello, everyone. This Kim Won. You probably didn't expect an announcement from me. All the flowers blooming don't think spring has hearts. At times like this want to think of as drama. dramas, the stronger evil character gets, the more motivated the character feels, ultimately making them win in end. We might run into evil disturber called COVID- 19, but let's work little harder so that we can reach the goals we set and do things we originally dreamed of. After all, we're the main of our own own dramas. Kim Won @kim'.","March 27, 2020"
1395,"Photo by 뽀롱뽀롱 끄적끄적 on April 01, 2020. 이미지: 앉아 있는 사람들, 실내.","April 01, 2020"
1396,"Photo by @kdramaquotes__ on March 31, 2020. 이미지: 사람 1명, 텍스트.","March 31, 2020"
